# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Bacteria;p__;c__	0.000129260200784	0.000208050153957	0.000184376806394	0.000223162397136	0.000325185539976	0.000873204661106	0.000430176518195	0.000182549890055	6.78408349641e-05	0.000100436900517	0.000212745839637	0.000241047257624	0.0	0.000200706188441	0.000426007058264	7.36621118927e-05	0.000273006927551	7.08847838723e-05	0.000296985030812	0.000258661941775	0.000464237689697	0.000190312547578	0.000192486393203	4.92240185082e-05	2.92201151273e-05	0.000183223689951	0.000241508147348	0.000171913396099	2.54965452181e-05	0.00020421857222
k__Bacteria;p__AC1;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63746183459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__ABS-6	0.000107716833987	0.0	2.98989415775e-05	9.298433214e-06	0.0	0.0	7.29112742703e-06	0.0	1.56555772994e-05	0.0	0.0	6.18069891343e-06	0.0	0.0	0.0	0.0	0.0	4.96193487106e-05	0.0	0.0	0.0	5.43750135938e-06	5.97371565114e-05	0.0	8.76603453818e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__JG37-AG-4	0.0	0.0	4.98315692958e-06	9.298433214e-06	0.0	0.0	0.0	0.0	2.08741030659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524547400655	1.14225011851e-05	0.0	0.0	0.0	0.0	0.0	6.81802686303e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;Other	0.0	0.0	0.0	0.0	3.20379842341e-06	0.0	0.0	8.29772227524e-06	0.0	0.0	7.87947554211e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__	0.000236977034771	0.00112347083137	0.00227730271682	0.000613696592124	0.000658914542415	0.00284544277498	0.00132698519172	0.00146039912044	0.000636660143509	0.00172416679221	0.00695757690368	0.00144010284683	0.0	0.00685374465713	0.00181165106883	0.000527911801898	0.00161854107048	7.79732622595e-05	0.00518010428744	0.00104758086419	0.00142472946148	0.00445331361333	0.00133412982875	0.000302376113693	0.000379861496654	0.000959743137837	0.00393516216562	0.00167868375014	0.000178475816527	0.00103567990198
k__Bacteria;p__Acidobacteria;c__AT-s54	4.30867335947e-05	8.32200615828e-05	6.97641970141e-05	8.3685898926e-05	7.20854645267e-05	0.000180663033332	0.000182278185676	0.000224038501431	0.0	0.000234352767874	0.000133951084216	7.41683869612e-05	0.00130039011704	0.000141237688162	0.00015246568401	7.36621118927e-05	0.000224255690488	3.54423919361e-05	1.71337517776e-05	0.000129330970888	0.000176090158161	2.17500054375e-05	0.000232311164211	4.92240185082e-05	0.0003214212664	0.000244298253267	0.00011365089287	8.09004216934e-05	7.64896356544e-05	0.00020421857222
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	0.00506269119738	0.00981996726678	0.00964240865873	0.00535589753127	0.00980095334362	0.0106440637138	0.00829001188454	0.00414886113762	0.00690932811481	0.00335626642562	0.00650844679778	0.00658244434281	0.00390117035111	0.00872700241591	0.00723315142085	0.00978478386309	0.00474349536619	0.00698215121142	0.00610532688343	0.0047205804374	0.0076519177819	0.00342018835505	0.00465286074605	0.00674369053563	0.00891213511381	0.0048074406268	0.00420508303618	0.00361018131807	0.00147879962265	0.00444904746623
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.0762635184627	0.0834419817471	0.115404931332	0.0845878469478	0.099571919134	0.126087742013	0.079837845326	0.117553831473	0.0818838878017	0.109057734478	0.106609304085	0.104929725453	0.115734720416	0.10783125813	0.100631835732	0.10185014671	0.126353456219	0.0609042063031	0.115047431936	0.138254807879	0.118660754306	0.095428148857	0.0982477100757	0.107441968398	0.103185966553	0.0756364841991	0.101433421886	0.104422219301	0.0294995028174	0.091227353619
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.059114998492	0.000457710338706	0.00238693216927	0.00575573015947	0.000138297298611	0.000135497274999	0.000233316077665	2.48931668257e-05	0.0142361382909	0.000108806642227	7.87947554211e-06	0.004141068272	0.00390117035111	2.97342501394e-05	0.000300447083197	0.000417418634059	2.92507422376e-05	0.067255482938	3.42675035553e-05	7.75985825326e-05	0.00013606966767	0.000924375231094	0.000311960706226	0.0116871883944	0.0300967185811	0.00176243739857	0.000170476339305	0.000192138501522	0.00101986180872	0.000408437144441
k__Bacteria;p__Acidobacteria;c__BPC102	0.000107716833987	0.0011096008211	0.00058801251769	0.000204565530708	0.000285138059684	0.000873204661106	0.000656201468433	0.00127784923039	0.00017742987606	0.000644470111652	0.00227716843167	0.000512998009815	0.0	0.00289165582605	0.000847529831705	0.000527911801898	0.00141378587482	2.12654351617e-05	0.0033696378496	0.000530256980639	0.000640327847858	0.000913500228375	0.00266162219567	0.000182832068745	0.000214280844267	0.000549671069852	0.00190365245557	0.00243712520352	0.000127482726091	0.000408437144441
k__Bacteria;p__Acidobacteria;c__DA052	0.0202292214227	0.00058254043108	0.00170922282685	0.00131107908317	0.000368436818692	0.000436602330553	0.000357265243925	0.000149359000954	0.00416960208741	0.000334789668391	0.00026002269289	0.000494455913075	0.0	0.000170971938301	0.00032735279214	0.00030692546622	0.000312007917201	0.0106114521457	0.000194182520146	0.000232795747598	0.000280143433438	0.000527437631859	0.000378335324572	0.00218695282229	0.00452911784472	0.00137854014344	0.000539841741132	0.000475289977449	0.000280461997399	0.000320914899204
k__Bacteria;p__Acidobacteria;c__EC1113	0.00148649230902	0.00109573081084	0.000558113576113	0.000613696592124	0.000105191381569	0.000331215561109	0.000357265243925	0.000331908891009	0.000537508153947	0.000401747602069	0.00115828290469	0.000494455913075	0.0	0.000349377439138	0.000156949968834	0.000380587578113	0.000394885020207	0.00038277783291	0.000822420085326	0.000245728844686	0.000312159825831	0.000799312699828	0.00199123855038	0.000562560211523	0.00121750479697	0.000436246880835	0.000767143526871	0.00204273564776	7.64896356544e-05	0.000335501940076
k__Bacteria;p__Acidobacteria;c__GAL08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28450023702e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40640052881e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f	0.000560127536731	0.00352298260701	0.00290019733301	0.000176670231066	0.00189611470026	0.00296588479721	0.0029674888628	0.00213251462474	0.00140900195695	0.00234352767874	0.00331725920323	0.00216942531862	0.0	0.00324103326519	0.00230043811463	0.00235718758057	0.0035003388211	0.000163035002906	0.0100803572958	0.00147437306812	0.00344176218224	0.00375731343933	0.00346475507766	0.000646944243251	0.000516222033915	0.00301010347776	0.00465968660766	0.00336748005299	0.000127482726091	0.00160457449602
k__Bacteria;p__Acidobacteria;c__RB25	0.000280063768366	0.0016089211906	0.00280551735135	0.000548607559626	0.00434969032618	0.0085062178194	0.00344870327299	0.00648052109696	0.00125766470972	0.00280386347277	0.00774552445789	0.00226831650123	0.00390117035111	0.0214383943505	0.00630042017749	0.00121542484623	0.00439736158305	0.000418220224847	0.00714477449127	0.00375059815574	0.00296151629634	0.00297975074494	0.00114164343555	0.00102667238603	0.000477261880412	0.00343762542098	0.0108536602691	0.00220453649115	0.000305958542617	0.00182338010911
k__Bacteria;p__Acidobacteria;c__S035	0.0	0.00147022108796	0.00105642926907	9.298433214e-05	0.000607119801236	0.000812983649995	0.00128323842716	0.00102061983985	0.000323548597521	0.00179112472589	0.00178076147252	0.000716961073958	0.0	0.000765656941089	0.000946184097829	0.000196432298381	0.00196467485362	2.83539135489e-05	0.00390078415471	0.000931182990391	0.00137670487289	0.00100593775148	0.00291384574539	0.000189864071389	5.84402302545e-05	0.000881218699286	0.00251452600474	0.00161800843387	0.000152979271309	0.0008606354115
k__Bacteria;p__Acidobacteria;c__Solibacteres	0.0210909560946	0.00395295292519	0.0041958181347	0.0073736575387	0.00703981306904	0.00334226611665	0.00321538719532	0.00275484379538	0.00830267449446	0.00230167897019	0.00218261472516	0.00733648961025	0.00390117035111	0.00341943876603	0.00322420078834	0.00654365093981	0.00330045874914	0.025114478926	0.00234732399353	0.00329793975763	0.00381795479285	0.00383887595972	0.00294703305456	0.00666633850654	0.0145029171415	0.00490341494058	0.00281285959853	0.00322590431503	0.00535427449581	0.00373428246346
k__Bacteria;p__Acidobacteria;c__Sva0725	0.00202507647895	0.00352298260701	0.0013305029002	0.00165512111209	0.00264313369931	0.00373370268887	0.00363098145866	0.00219059868066	0.000673189823875	0.0016237298917	0.00372699193142	0.00325722832738	0.0104031209363	0.00185095707118	0.00187891534119	0.00243084969246	0.00232055888418	0.0003331584842	0.0020674727145	0.00350486931105	0.00223314336941	0.00147900036975	0.00303332005841	0.000850872319928	0.00260059024633	0.00182351196189	0.001960477902	0.00357984365994	0.000305958542617	0.00166292265951
k__Bacteria;p__Acidobacteria;c__TM1	0.00555818863372	4.16100307914e-05	6.47810400845e-05	4.649216607e-05	5.33966403902e-05	0.000120442022222	4.37467645622e-05	4.14886113762e-05	0.000166992824527	3.34789668391e-05	9.45537065053e-05	3.70841934806e-05	0.0	8.17691878833e-05	4.48428482383e-05	0.0	6.33766081814e-05	0.000545812835817	2.85562529627e-05	0.0	2.40122942947e-05	4.3500010875e-05	4.64622328422e-05	2.10960079321e-05	0.000584402302545	8.7249376167e-06	4.26190848262e-05	7.07878689818e-05	5.09930904362e-05	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	0.0229867723728	0.0569225221227	0.031702844386	0.0306662327398	0.0391541544989	0.0487187979886	0.0310893673489	0.0277143923993	0.0285244618395	0.0238119151643	0.0386567070096	0.0413303336341	0.0260078023407	0.0383571826798	0.0409549732961	0.0480399739727	0.0348912603657	0.0384124643804	0.042862935697	0.0245858175657	0.0401405519626	0.0305913826478	0.0356099827426	0.0271786902192	0.0287818134003	0.0288010190727	0.0368939210979	0.102187345152	0.00739399811326	0.0359862298334
k__Bacteria;p__Acidobacteria;c__iii1-8	0.00402860959111	0.00289883214514	0.00188363331938	0.00242689106885	0.000827647926048	0.00395953148053	0.00234045190408	0.0051611832552	0.000991519895629	0.00201710775205	0.00351424609178	0.00215706392079	0.00130039011704	0.00452703958372	0.00301343940162	0.00303242360625	0.00364171740858	0.00286374526844	0.00288418154923	0.00237968986433	0.00163283601204	0.00296343824086	0.00539625647153	0.000787584296132	0.00316551247212	0.00337655085766	0.00376468582631	0.0040652461901	0.000458937813926	0.0053826180821
k__Bacteria;p__Actinobacteria;Other	0.0	0.0	0.0	0.0	1.86888241366e-05	0.0	2.91645097081e-05	1.65954445505e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22770186488e-05	0.0	0.0	1.14225011851e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.43356253484e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.00967297169202	0.0163250020805	0.0203910781558	0.0139197545214	0.0141372945097	0.0152961368221	0.0129782068201	0.0418951997677	0.0142622309198	0.0291183314083	0.0303674987393	0.00983967267019	0.0195058517555	0.0198624790931	0.0174528365344	0.0156286447399	0.0203926424633	0.0111927073734	0.0217141747528	0.0275474967991	0.0147755650893	0.0217826304457	0.0173569626975	0.00892361135528	0.0087173343463	0.0211056240948	0.0301174866105	0.0163519977348	0.00362050942097	0.0205239665082
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.037420828127	0.0427196316125	0.0342143554785	0.0356594913757	0.0247765751074	0.0244045647526	0.0352963478743	0.0509480147699	0.0465335942596	0.051708264283	0.0367104765507	0.0401560008406	0.0416124837451	0.0229102397324	0.0377307725077	0.0378009404196	0.0368900610853	0.0433389568595	0.0230391848903	0.0385018300332	0.032272523532	0.0544837636209	0.0302535510421	0.032930868382	0.0280026103303	0.0382065018235	0.0285405804719	0.0219139017262	0.148593865531	0.0451760655833
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18069891343e-06	0.0	0.0	0.0	0.0	9.75024741253e-06	0.0	0.0	0.0	0.0	5.43750135938e-06	1.32749236692e-05	0.0	0.0	8.7249376167e-06	0.0	1.01125527117e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__KIST-JJY010	0.0	0.0	0.0	0.0	3.20379842341e-06	0.0	0.0	0.0	0.0	0.0	7.87947554211e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108	0.0008186479383	0.0126078393298	0.0129861069585	0.0013947649821	0.00242741127214	0.00776851043329	0.0118845377061	0.0300460523586	0.000897586431833	0.0254607542811	0.0181149142713	0.00460462069051	0.0130039011704	0.00892770860435	0.0120537576065	0.00427240248978	0.0135625941508	0.000836440449693	0.0174021805555	0.0116915197682	0.00854837676891	0.0142516910629	0.0169056152927	0.00177909666894	0.000964263799199	0.0174324253582	0.0210538279041	0.00726081284699	0.000841385992198	0.00687049625113
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	0.0	0.0	1.49494707887e-05	0.0	3.73776482731e-06	1.50552527777e-05	5.10378919892e-05	6.63817782019e-05	0.0	5.02184502586e-05	3.15179021684e-05	0.0	0.0	0.0	4.48428482383e-06	0.0	9.75024741253e-06	0.0	5.14012553329e-05	0.0	0.0	0.0	3.98247710076e-05	0.0	0.0	0.0	0.0	1.01125527117e-05	0.0	1.45870408729e-05
k__Bacteria;p__Actinobacteria;c__OPB41	0.0	1.38700102638e-05	0.0	0.0	1.12132944819e-05	0.0	0.0	1.65954445505e-05	0.0	8.36974170977e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.87512370626e-06	7.08847838723e-06	5.71125059254e-06	0.0	1.60081961965e-05	5.43750135938e-06	0.000298685782557	0.0	0.0	0.0	0.0	0.0	0.0	1.45870408729e-05
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	2.15433667974e-05	0.00368942273017	0.00102653032749	0.000102282765354	0.00157146312668	0.00133991749721	0.0018081996019	0.00135252873086	0.00118460534899	0.0029963675321	0.00222201210287	0.00132885026639	0.0	0.00127857275599	0.00137219115609	0.00127680993947	0.00299820107935	1.41769567745e-05	0.00388365040293	0.00121571112634	0.00147275405007	0.000978750244688	0.00256206026815	0.000457080171862	1.94800767515e-05	0.00092484338737	0.00323905044679	0.0015573331176	2.54965452181e-05	0.000568894594043
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	0.0518333405145	0.0608893450581	0.0597131694871	0.0638988330466	0.0169518314247	0.0384059498359	0.065496197677	0.137094967431	0.0586196999348	0.109032625253	0.0780934820978	0.0297600652682	0.0663198959688	0.0395539862479	0.0630400760535	0.0473401839097	0.0639908737684	0.102215858344	0.0521151616569	0.0728909351923	0.0611673176666	0.0796974574244	0.0725341829284	0.0446321207817	0.0524598466918	0.0793096829358	0.0900399198761	0.0564887194475	0.0145585273195	0.0695510108819
k__Bacteria;p__Armatimonadetes;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03200264403e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__0319-6E2	0.000366237235555	0.000457710338706	0.000219258904901	0.000241759263564	0.000130287802552	0.00039143657222	0.000408303135914	0.000605733726092	0.000229615133725	0.000560772694555	0.000638237518911	0.000506817310902	0.0	0.000297342501394	0.000417038488617	0.000294648447571	0.000536263607689	0.000141769567745	0.000970912600732	0.000400926009752	0.000520266376385	0.000271875067969	0.000829682729324	0.000203928076677	0.00045778180366	0.000357722442285	0.000568254464349	0.000596640609989	0.000254965452181	0.000437611226187
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	0.000193890301176	0.0	9.96631385916e-06	4.649216607e-05	1.97567569444e-05	3.01105055554e-05	7.29112742703e-06	1.65954445505e-05	9.39334637965e-05	0.0	3.15179021684e-05	3.09034945672e-05	0.0	5.94685002788e-05	5.82957027099e-05	6.1385093244e-05	2.43756185313e-05	0.000248096743553	0.0	0.0	8.00409809823e-06	1.08750027188e-05	4.64622328422e-05	2.10960079321e-05	5.84402302545e-05	1.74498752334e-05	2.84127232175e-05	0.0	0.0	2.91740817458e-05
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes	0.000517040803137	0.000166440123166	4.98315692958e-06	9.298433214e-05	3.84455810809e-05	0.000135497274999	8.02024016974e-05	3.31908891009e-05	0.000114807566862	5.02184502586e-05	0.000283661119516	0.000160698171749	0.0	0.000104069875488	0.000170402823306	1.22770186488e-05	0.000175504453426	0.000737201752272	0.000199893770739	1.29330970888e-05	7.2036882884e-05	7.06875176719e-05	0.000205761316872	4.92240185082e-05	0.000740242916557	0.000148323939484	0.00011365089287	0.000283151475927	2.54965452181e-05	0.000291740817458
k__Bacteria;p__Armatimonadetes;c__OPB50	8.61734671895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60926288324e-05	0.0	0.0	4.3264892394e-05	0.0	0.0	0.0	0.0	0.0	2.83539135489e-05	0.0	0.0	0.0	1.08750027188e-05	0.0	4.21920158642e-05	2.92201151273e-05	0.0	0.0	0.0	0.0	4.37611226187e-05
k__Bacteria;p__Armatimonadetes;c__SHA-37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09034945672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03200264403e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176	0.0	0.0	0.0	0.0	1.12132944819e-05	0.0	0.0	0.0	5.21852576647e-06	0.0	7.87947554211e-06	0.0	0.0	0.0	0.0	0.0	9.75024741253e-06	7.08847838723e-06	1.14225011851e-05	0.0	0.0	0.0	0.000975706889685	1.40640052881e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	0.00103408160627	0.000471580348969	7.97305108732e-05	0.000585801292482	0.000394601172483	0.000436602330553	0.000452049900476	0.000389992946936	0.000673189823875	0.000326419926681	0.000457009581442	0.00101981532072	0.0	0.000223006876045	0.000278025659078	0.000429695652708	0.000589889968458	0.00119795284744	0.000199893770739	0.000142264067976	0.000336172120126	0.000108750027188	0.000444709942918	0.000632880237963	0.00104218410621	0.000270473066118	0.000483016294697	0.00120339377269	0.000458937813926	0.000714765002772
k__Bacteria;p__BHI80-139;c__	0.000107716833987	2.77400205276e-05	9.96631385916e-06	3.7193732856e-05	5.07268083707e-05	9.03315166662e-05	0.000109366911406	0.000149359000954	2.60926288324e-05	6.69579336782e-05	7.87947554211e-05	0.000185420967403	0.0	5.20349377439e-05	9.41699813005e-05	2.45540372976e-05	3.90009896501e-05	9.2150219034e-05	9.13800094807e-05	0.000116397873799	0.00013606966767	5.43750135938e-05	0.000132749236692	2.81280105761e-05	3.8960153503e-05	6.10745633169e-05	7.10318080436e-05	6.06753162701e-05	0.0	0.000116696326983
k__Bacteria;p__BRC1;c__NPL-UPA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23006876045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.30996946768e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BRC1;c__PRR-11	0.000366237235555	0.000679630502927	0.000214275747972	0.000381235761774	0.000319845875937	0.000150552527777	0.000386429753633	0.000224038501431	0.000365296803653	0.000175764575905	0.000252143217347	0.000364661235893	0.0	0.000200706188441	0.000233182810839	0.000982161491903	0.000282757174963	0.000396954789685	0.000154203765999	0.000271595038864	0.000552282768778	0.000168562542141	0.000949157042347	0.000267216100473	0.000243500959394	0.000305372816584	0.000170476339305	9.10129744051e-05	0.000917875627852	0.000364676021822
k__Bacteria;p__Bacteroidetes;Other	2.15433667974e-05	0.0	0.0	9.298433214e-06	2.66983201951e-05	0.0	0.0	0.0	0.0	1.67394834195e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3187309173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__	2.15433667974e-05	1.38700102638e-05	0.0	0.0	0.0	0.0	7.29112742703e-06	0.0	0.0	8.36974170977e-06	2.36384266263e-05	4.3264892394e-05	0.0	2.23006876045e-05	0.0	7.36621118927e-05	4.87512370626e-06	0.0	1.71337517776e-05	3.87992912663e-05	2.40122942947e-05	5.43750135938e-06	0.0	2.10960079321e-05	0.0	0.0	0.0	5.05627635584e-05	7.64896356544e-05	0.0
k__Bacteria;p__Bacteroidetes;c__At12OctB3	0.000193890301176	0.000166440123166	4.98315692958e-05	0.000223162397136	4.27173123121e-05	0.000135497274999	5.83290194163e-05	1.65954445505e-05	0.000469667318982	2.51092251293e-05	3.93973777105e-05	9.27104837015e-05	0.0	2.23006876045e-05	8.0717126829e-05	0.000147324223785	3.90009896501e-05	0.000106327175808	3.99787541478e-05	3.87992912663e-05	2.40122942947e-05	9.78750244688e-05	9.95619275189e-05	0.000119544044949	6.81802686303e-05	8.7249376167e-05	8.52381696524e-05	0.0	7.64896356544e-05	0.000131283367856
k__Bacteria;p__Bacteroidetes;c__BME43	2.15433667974e-05	0.0	0.0	2.7895299642e-05	2.189262256e-05	1.50552527777e-05	7.29112742703e-06	0.0	1.56555772994e-05	0.0	0.0	9.88911826149e-05	0.0	7.43356253484e-05	8.96856964767e-06	1.22770186488e-05	1.46253711188e-05	0.0	0.0	0.0	8.00409809823e-06	2.71875067969e-05	6.63746183459e-06	1.40640052881e-05	0.0	0.0	4.26190848262e-05	0.0	2.54965452181e-05	0.0
